Date,Close_A,Open_A,High_A,Low_A,Volumes_A,Change_A,Price_S,Change_S,Price_T,Change_T
01/04/2015,28,27.07,28.31,26.16,1130000000,0.0588,2044.81,-0.0065,689.6,-0.0019
01/11/2015,26.5,28.15,28.2,26.3,1220000000,-0.0467,2019.42,-0.0124,672.5,-0.0248
01/18/2015,28.25,26.96,28.44,26.62,794950000,-0.0855,2051.82,0.0160,693.4,0.0311
01/25/2015,29.29,28.43,30,27.26,1860000000,0.0446,1994.99,-0.0277,664.9,-0.0411
02/01/2015,29.73,29.51,30.13,29.02,1080000000,0.0151,2055.47,0.0303,681.5,0.0249
02/08/2015,31.77,29.64,31.87,29.61,1210000000,0.1220,2096.99,0.0202,710.6,0.0427
02/15/2015,32.37,31.87,32.38,31.73,777420000,-0.0839,2110.30,0.0063,719,0.0118
02/22/2015,32.12,32.51,33.4,31.65,1470000000,-0.0826,2104.50,-0.0027,717.4,-0.0022
03/01/2015,31.65,32.31,32.57,31.44,987750000,-0.0859,2071.26,-0.0158,707.2,-0.0143
03/08/2015,30.9,31.99,32.39,30.41,1310000000,0.1163,2053.40,-0.0086,690.3,-0.0239
03/15/2015,31.48,30.97,32.31,30.72,1070000000,-0.0115,2108.10,0.0266,710.5,0.0292
03/22/2015,30.81,31.78,32.01,30.65,837300000,0.0058,2061.02,-0.0223,691.7,-0.0264
03/29/2015,31.33,31.01,31.62,30.77,648130000,-0.0029,2066.96,0.0029,689.6,-0.0030
04/05/2015,31.77,31.12,32.03,31.08,728830000,-0.2424,2102.06,0.0170,702.6,0.0188
04/12/2015,31.19,32.09,32.14,31.11,684740000,-0.0895,2081.18,-0.0099,691.8,-0.0154
04/19/2015,32.57,31.39,32.66,31.29,829760000,-0.0545,2117.69,0.0175,719.9,0.0407
04/26/2015,32.24,33.08,33.63,31.14,1680000000,-0.0699,2108.29,-0.0044,719.3,-0.0008
05/03/2015,31.91,32.38,32.64,30.84,1090000000,-0.0545,2116.10,0.0037,717.7,-0.0023
05/10/2015,32.19,31.85,32.37,31.2,833210000,-0.0412,2122.73,0.0031,723,0.0075
05/17/2015,33.13,32.09,33.24,32.09,869190000,0.0048,2126.06,0.0016,727,0.0054
05/24/2015,32.57,33.15,33.23,32.28,792590000,0.0363,2107.39,-0.0088,723.4,-0.0049
05/31/2015,32.16,32.8,32.85,32.09,683360000,0.0841,2092.83,-0.0069,716.7,-0.0092
06/07/2015,31.79,32.23,32.55,31.41,880460000,-0.0345,2094.11,0.0006,711.5,-0.0073
06/14/2015,31.65,31.52,32.08,31.43,794100000,-0.0186,2109.99,0.0076,713.5,0.0027
06/21/2015,31.69,31.87,32.45,31.63,782380000,-0.0422,2101.49,-0.0040,706.2,-0.0102
06/28/2015,31.61,31.36,31.73,31.12,603930000,0.0132,2076.78,-0.0118,697.3,-0.0125
07/05/2015,30.82,31.23,31.56,29.8,1100000000,0.0016,2076.62,-0.0001,691.5,-0.0084
07/12/2015,32.41,31.26,32.41,31.08,756980000,-0.0304,2126.64,0.0241,727.8,0.0526
07/19/2015,31.12,32.74,33.24,30.5,1380000000,0.0162,2079.65,-0.0221,710,-0.0245
07/26/2015,30.32,30.77,30.98,30.23,766390000,-0.0709,2103.84,0.0116,712,0.0028
08/02/2015,28.88,30.38,30.64,28.02,1540000000,-0.0163,2077.57,-0.0125,703.8,-0.0115
08/09/2015,28.99,29.13,30,27.41,1380000000,0.0417,2091.54,0.0067,708.6,0.0067
08/16/2015,26.44,29.01,29.41,26.41,1280000000,-0.0343,1970.89,-0.0577,656.3,-0.0737
08/23/2015,28.32,23.72,28.33,23,2000000000,0.0229,1988.87,0.0091,676.6,0.0309
08/30/2015,27.32,28.01,28.63,26.84,1190000000,0.0139,1921.22,-0.0340,654.6,-0.0326
09/06/2015,28.55,27.91,28.55,27.44,1010000000,0.0660,1961.05,0.0207,675.1,0.0313
09/13/2015,28.36,29.14,29.22,27.97,1110000000,0.0539,1958.03,-0.0015,671.7,-0.0050
09/20/2015,28.68,28.42,29.17,28.09,970780000,0.0952,1931.34,-0.0136,668.2,-0.0053
09/27/2015,27.59,28.46,28.64,26.83,1260000000,-0.0402,1951.36,0.0104,673.3,0.0077
10/04/2015,28.03,27.47,28.07,27.05,1050000000,0.0705,2014.89,0.0326,696.9,0.0349
10/11/2015,27.76,28.18,28.19,27.39,739540000,0.0735,2033.11,0.0090,705.3,0.0121
10/18/2015,29.77,27.7,29.81,27.53,888300000,0.0531,2075.15,0.0207,737.8,0.0461
10/25/2015,29.88,29.52,30.3,28.5,1290000000,0.0343,2079.36,0.0020,734.3,-0.0047
11/01/2015,30.27,29.97,30.95,29.9,780810000,-0.0202,2099.20,0.0095,747.7,0.0182
11/08/2015,28.09,30.24,30.45,28.07,866220000,0.0445,2023.04,-0.0363,713.3,-0.0461
11/15/2015,29.82,27.84,29.98,27.75,759920000,-0.0404,2089.17,0.0327,743.8,0.0428
11/22/2015,29.45,29.82,29.93,29.28,438880000,-0.0067,2090.11,0.0005,738.3,-0.0074
11/29/2015,29.76,29.5,29.85,28.55,827060000,-0.0628,2091.69,0.0008,750.3,0.0162
12/06/2015,28.3,29.75,29.96,28.21,755420000,0.0302,2012.37,-0.0379,719.7,-0.0408
12/13/2015,26.51,28.05,28.2,26.45,1260000000,-0.1944,2005.55,-0.0034,710.2,-0.0131
12/20/2015,27.01,26.82,27.25,26.39,506540000,-0.0665,2060.99,0.0276,727.5,0.0243
12/27/2015,26.32,26.9,27.36,26.2,495050000,-0.0404,2043.94,-0.0083,721.5,-0.0083
01/03/2016,24.24,25.65,26.46,24.11,1380000000,-0.0994,1922.03,-0.0596,670.9,-0.0701
01/10/2016,24.28,24.74,25.3,23.84,1220000000,0.0303,1880.33,-0.0217,656.5,-0.0214
01/17/2016,25.36,24.6,25.36,23.36,973540000,0.0191,1906.90,0.0141,672.3,0.0242
01/24/2016,24.34,25.38,25.38,23.1,1520000000,-0.0202,1940.24,0.0175,686.2,0.0205
01/31/2016,23.5,24.12,24.33,23.42,868620000,0.0661,1880.05,-0.0310,649.3,-0.0537
02/07/2016,23.5,23.28,24.09,23.15,924490000,0.0620,1864.78,-0.0081,645.8,-0.0055
02/14/2016,24.01,23.75,24.72,23.65,673270000,0.0320,1917.78,0.0284,670.3,0.0380
02/21/2016,24.23,24.08,24.51,23.33,636210000,0.0051,1948.05,0.0158,680.2,0.0147
02/28/2016,25.75,24.21,25.94,24.16,807220000,-0.1192,1999.99,0.0267,699.7,0.0287
03/06/2016,25.57,25.6,25.71,25.04,622400000,0.0167,2022.19,0.0111,707.6,0.0113
03/13/2016,26.48,25.48,26.62,25.45,728290000,0.0837,2049.58,0.0135,724,0.0233
03/20/2016,26.42,26.48,26.91,26.22,479130000,0.0201,2035.94,-0.0067,723.8,-0.0004
03/27/2016,27.5,26.5,27.61,26.22,591860000,0.0347,2072.78,0.0181,743.5,0.0272
04/03/2016,27.16,27.61,28.05,27.03,582890000,0.0529,2047.60,-0.0121,729.2,-0.0192
04/10/2016,27.46,27.24,28.1,27.16,649240000,0.0641,2080.73,0.0162,737.8,0.0118
04/17/2016,26.42,27.22,27.24,26.16,756210000,0.0383,2091.58,0.0052,722.7,-0.0204
04/24/2016,23.43,26.25,26.41,23.13,1400000000,0.0531,2065.30,-0.0126,696.8,-0.0358
05/01/2016,23.18,23.49,23.98,22.96,902430000,-0.0485,2057.14,-0.0040,697.5,0.0011
05/08/2016,22.63,23.25,23.44,22.37,864200000,0.0248,2046.61,-0.0051,697.3,-0.0004
05/15/2016,23.8,23.1,23.86,22.91,850830000,0.1078,2052.32,0.0028,707.2,0.0142
05/22/2016,25.09,23.97,25.18,23.92,817890000,-0.0224,2099.06,0.0228,732.7,0.0360
05/29/2016,24.48,24.9,25.1,24.16,560710000,-0.0531,2099.13,0.0000,727.7,-0.0068
06/05/2016,24.71,24.5,25.47,24.39,499460000,-0.0837,2096.07,-0.0015,725.4,-0.0032
06/12/2016,23.83,24.67,24.78,23.82,766930000,0.0019,2071.22,-0.0119,711.2,-0.0195
06/19/2016,23.35,24,24.22,23.16,826920000,0.0427,2037.41,-0.0163,696.4,-0.0208
06/26/2016,23.97,23.25,24.12,22.88,741840000,0.0424,2102.95,0.0322,714,0.0252
07/03/2016,24.17,23.85,24.22,23.59,450820000,0.0826,2129.90,0.0128,726.3,0.0173
07/10/2016,24.7,24.19,24.82,24.18,571640000,-0.0068,2161.74,0.0149,742,0.0216
07/17/2016,24.66,24.68,25.25,24.58,590260000,0.0209,2175.03,0.0061,757,0.0202
07/24/2016,26.05,24.56,26.14,24.11,1030000000,-0.0337,2173.60,-0.0007,768.7,0.0155
07/31/2016,26.87,26.1,26.91,26,680600000,0.0520,2182.87,0.0043,781.2,0.0163
08/07/2016,27.05,26.88,27.23,26.79,498020000,0.0419,2184.05,0.0005,782.1,0.0011
08/14/2016,27.34,27.04,27.56,27.02,529490000,0.0331,2183.87,-0.0001,783.4,0.0016
08/21/2016,26.73,27.21,27.33,26.58,494420000,0.0129,2169.04,-0.0068,783.7,0.0004
08/28/2016,26.93,26.66,27,26.38,532000000,0.0778,2179.98,0.0050,788.5,0.0063
09/04/2016,25.78,26.98,27.19,25.78,675210000,0.0084,2127.81,-0.0239,768.8,-0.0251
09/11/2016,28.73,25.66,29.03,25.63,1560000000,0.0985,2139.16,0.0053,792,0.0303
09/18/2016,28.18,28.8,29.05,27.89,804380000,0.0093,2164.69,0.0119,795.3,0.0042
09/25/2016,28.26,27.91,28.66,27.89,625540000,-0.0473,2168.27,0.0017,801.7,0.0080
10/02/2016,28.52,28.18,28.64,28.07,504120000,0.0181,2153.74,-0.0067,800.8,-0.0011
10/09/2016,29.41,28.75,29.67,28.68,834830000,-0.0060,2132.98,-0.0096,796.1,-0.0059
10/16/2016,29.15,29.33,29.55,28.45,462130000,0.0437,2141.16,0.0038,801.9,0.0074
10/23/2016,28.43,29.27,29.59,28.33,840900000,0.0191,2126.41,-0.0069,800.7,-0.0016
10/30/2016,27.21,28.41,28.56,27.03,625390000,0.0295,2085.18,-0.0194,777.7,-0.0287
11/06/2016,27.11,27.52,27.93,26.46,829080000,-0.0409,2164.45,0.0380,788.7,0.0141
11/13/2016,27.52,26.93,27.64,26.02,793370000,0.0495,2181.90,0.0081,796.3,0.0097
11/20/2016,27.95,27.53,28.11,27.5,376530000,0.0202,2213.35,0.0144,804.6,0.0104
11/27/2016,27.48,27.86,28.12,27.21,622000000,-0.0198,2191.95,-0.0097,781.1,-0.0292
12/04/2016,28.49,27.5,28.68,27.06,607960000,-0.0066,2259.53,0.0308,814.2,0.0424
12/11/2016,28.99,28.32,29.18,28.12,780060000,-0.0348,2258.07,-0.0006,815.6,0.0018
12/18/2016,29.13,28.95,29.38,28.9,453290000,-0.0651,2263.79,0.0025,819.8,0.0052
12/25/2016,28.95,29.13,29.5,28.86,339310000,0.1118,2238.83,-0.0110,808,-0.0145
01/01/2017,29.48,28.95,29.54,28.69,415380000,0.0033,2276.98,0.0170,827.6,0.0243
01/08/2017,29.76,29.49,29.98,29.48,555240000,0.0306,2274.64,-0.0010,834,0.0078
01/15/2017,30,29.59,30.12,29.55,465390000,-0.0607,2271.31,-0.0015,836,0.0023
01/22/2017,30.49,30,30.61,29.88,498990000,-0.0063,2294.69,0.0103,855.2,0.0230
01/29/2017,32.27,30.23,32.62,30.16,999120000,-0.0337,2297.42,0.0012,855.3,0.0002
02/05/2017,33.03,32.28,33.23,32.23,545800000,-0.0031,2316.10,0.0081,865.9,0.0123
02/12/2017,33.93,33.27,34.07,33.19,546670000,0.0651,2351.16,0.0151,881.5,0.0180
02/19/2017,34.16,34.06,34.37,33.82,351640000,0.0337,2367.34,0.0069,888.3,0.0077
02/26/2017,34.95,34.28,35.07,34.07,511750000,0.0607,2383.12,0.0067,892.7,0.0050
03/05/2017,34.78,34.84,34.99,34.26,398690000,-0.0244,2372.60,-0.0044,897.6,0.0054
03/12/2017,35,34.71,35.26,34.7,486160000,0.0035,2378.25,0.0024,904.4,0.0076
03/19/2017,35.16,35.1,35.7,34.93,518700000,0.0672,2343.98,-0.0144,896.6,-0.0086
03/26/2017,35.91,34.85,36.12,34.66,508040000,0.0113,2362.72,0.0080,906.2,0.0107
04/02/2017,35.84,35.93,36.37,35.76,421660000,-0.0364,2355.54,-0.0030,900.9,-0.0058
04/09/2017,35.26,35.9,35.97,35.02,349940000,0.0536,2328.95,-0.0113,888.7,-0.0136
04/16/2017,35.57,35.37,35.73,35.11,356990000,-0.0151,2348.69,0.0085,904.6,0.0180
04/23/2017,35.91,35.88,36.23,35.8,364620000,0.0232,2384.20,0.0151,928.3,0.0262
04/30/2017,37.24,36.27,37.24,36.07,701410000,0.0615,2399.29,0.0063,941,0.0136
05/07/2017,39.02,37.26,39.1,37.26,693880000,-0.0081,2390.90,-0.0035,951.6,0.0113
05/14/2017,38.27,39,39.16,37.43,629420000,0.0123,2381.73,-0.0038,944.9,-0.0071
05/21/2017,38.4,38.5,38.73,38.17,413070000,0.0705,2415.82,0.0143,966.8,0.0232
05/28/2017,38.86,38.35,38.86,38.05,355010000,-0.0697,2439.07,0.0096,979.7,0.0134
06/04/2017,37.24,38.59,38.99,36.51,636640000,0.0427,2431.77,-0.0030,957.8,-0.0224
06/11/2017,35.57,36.44,36.88,35.55,882120000,0.0783,2433.15,0.0006,946.7,-0.0116
06/18/2017,36.57,35.91,36.79,35.91,533010000,0.1989,2438.30,0.0021,968.2,0.0227
06/25/2017,36.01,36.79,37.07,35.57,508240000,-0.0859,2423.41,-0.0061,940.3,-0.0288
07/02/2017,36.05,36.22,36.33,35.6,316710000,-0.0341,2425.18,0.0007,945.6,0.0056
07/09/2017,37.26,36.03,37.33,35.84,444350000,-0.0238,2459.27,0.0141,981.1,0.0376
07/16/2017,37.57,37.2,37.94,37.14,424330000,0.0194,2472.54,0.0054,992,0.0111
07/23/2017,37.38,37.65,38.5,36.83,423270000,-0.0283,2472.10,-0.0002,985.7,-0.0064
07/30/2017,39.1,37.48,39.94,37.03,691230000,-0.0364,2476.83,0.0019,989.6,0.0040
08/06/2017,39.37,39.27,40.46,38.66,605080000,-0.0308,2441.32,-0.0143,979.9,-0.0097
08/13/2017,39.38,39.83,40.63,39.18,538510000,-0.0130,2425.55,-0.0065,980.2,0.0003
08/20/2017,39.97,39.38,40.19,38.78,450680000,-0.0496,2443.05,0.0072,989.8,0.0097
08/27/2017,41.01,40.03,41.23,39.98,504510000,-0.0584,2476.55,0.0137,1011.7,0.0221
09/03/2017,39.66,40.94,41.06,39.63,406910000,0.0239,2461.43,-0.0061,1000.9,-0.0106
09/10/2017,39.97,40.12,40.99,39.48,884310000,0.0502,2500.23,0.0158,1014.9,0.0140
09/17/2017,37.97,40.03,40.12,37.64,744750000,0.0084,2502.22,0.0008,1008.2,-0.0067
09/24/2017,38.53,37.5,38.68,37.29,619430000,-0.0482,2519.36,0.0068,1018.2,0.0099
10/01/2017,38.83,38.56,38.87,38.12,375140000,0.1116,2549.33,0.0119,1033.5,0.0150
10/08/2017,39.25,38.95,39.5,38.77,325220000,0.0467,2553.17,0.0015,1047.1,0.0132
10/15/2017,39.06,39.48,40.22,38.76,504200000,-0.0736,2575.21,0.0086,1057.3,0.0098
10/22/2017,40.76,39.22,40.9,38.82,489610000,0.0221,2581.07,0.0023,1087.6,0.0287
10/29/2017,43.12,40.97,43.56,40.93,860710000,-0.0661,2587.84,0.0026,1107.7,0.0184
11/05/2017,43.67,43.09,44.06,42.93,553700000,-0.0510,2582.30,-0.0021,1107.7,0.0000
11/12/2017,42.54,43.38,43.62,42.09,465840000,0.0159,2578.85,-0.0013,1103.5,-0.0038
11/19/2017,43.74,42.57,43.88,42.39,324040000,0.0458,2602.42,0.0091,1122.9,0.0176
11/26/2017,42.76,43.76,43.77,41.79,680390000,-0.0661,2642.22,0.0153,1100.2,-0.0202
12/03/2017,42.34,43.12,43.16,41.62,549920000,0.0000,2651.50,0.0035,1101.1,0.0008
12/10/2017,43.49,42.3,43.54,42.2,556590000,-0.0551,2675.81,0.0092,1120.4,0.0176
12/17/2017,43.75,43.72,44.3,43.31,470530000,-0.1111,2683.34,0.0028,1117.8,-0.0023
12/24/2017,42.31,42.7,42.96,42.3,388660000,0.1250,2673.61,-0.0036,1106.2,-0.0104
12/31/2017,43.75,42.54,43.84,42.31,404670000,0.0584,2743.15,0.0260,1152.8,0.0422
01/07/2018,44.27,43.59,44.34,43.25,440790000,-0.0191,2786.24,0.0157,1162.9,0.0088
01/14/2018,44.62,44.48,45.02,43.77,510280000,0.0315,2810.30,0.0086,1180.3,0.0149
01/21/2018,42.88,44.33,44.86,42.52,766300000,-0.0415,2872.87,0.0223,1203.9,0.0200
01/28/2018,40.12,42.54,42.54,40.02,1050000000,0.0232,2762.13,-0.0385,1154.3,-0.0412
02/04/2018,39.1,39.77,40.97,37.56,1270000000,0.0444,2619.55,-0.0516,1103.1,-0.0443
02/11/2018,43.11,39.62,43.7,39.38,901350000,0.0736,2732.22,0.0430,1167.4,0.0583
02/18/2018,43.88,43.01,43.91,42.75,544830000,0.0500,2747.30,0.0055,1189.6,0.0190
02/25/2018,44.05,44.09,45.15,43.11,808510000,0.0092,2691.25,-0.0204,1179.7,-0.0083
03/04/2018,44.99,43.8,45,43.57,559410000,0.1179,2786.57,0.0354,1230.3,0.0429
03/11/2018,44.51,45.07,45.88,44.41,621670000,-0.0201,2752.01,-0.0124,1218.4,-0.0097
03/18/2018,41.23,44.33,44.37,41.23,690680000,0.0311,2588.26,-0.0595,1122.4,-0.0788
03/25/2018,41.95,42.02,43.79,41.3,634120000,0.0546,2640.87,0.0203,1141.6,0.0171
04/01/2018,42.09,41.97,43.56,41.12,657640000,-0.0419,2604.47,-0.0138,1115.4,-0.0229
04/08/2018,43.68,42.47,43.96,42.46,512310000,0.0053,2656.30,0.0199,1157.1,0.0373
04/15/2018,41.43,43.76,44.73,41.36,676950000,0.0383,2670.14,0.0052,1154.7,-0.0021
04/22/2018,40.58,41.71,41.73,40.16,648830000,0.0000,2669.91,-0.0001,1147.8,-0.0060
04/29/2018,45.96,40.53,46.06,40.46,1010000000,0.1091,2663.42,-0.0024,1184.6,0.0321
05/06/2018,47.15,46.3,47.59,45.92,593070000,0.0123,2727.72,0.0241,1225.5,0.0345
05/13/2018,46.58,47.25,47.38,46.27,397000000,-0.0061,2712.97,-0.0054,1206.6,-0.0154
05/20/2018,47.15,47,47.41,46.44,377580000,-0.0061,2721.33,0.0031,1222.4,0.0131
05/27/2018,47.56,46.9,47.56,46.53,368520000,0.0714,2734.62,0.0049,1247.6,0.0206
06/03/2018,47.92,47.91,48.55,47.44,467080000,0.0132,2779.03,0.0162,1256.1,0.0069
06/10/2018,47.21,47.84,48.22,47.06,560750000,-0.0318,2779.66,0.0002,1262.4,0.0050
06/17/2018,46.23,46.97,47.3,45.86,502420000,0.0608,2754.88,-0.0089,1245.9,-0.0131
06/24/2018,46.28,45.85,46.82,45.18,486480000,0.0803,2718.37,-0.0133,1218.6,-0.0219
07/01/2018,46.99,45.95,47.11,45.85,263100000,0.0538,2759.82,0.0152,1246.8,0.0231
07/08/2018,47.83,47.38,47.96,46.9,340350000,-0.0370,2801.31,0.0150,1275.7,0.0232
07/15/2018,47.86,47.88,48.16,47.3,351860000,-0.0146,2801.83,0.0002,1277,0.0010
07/22/2018,47.74,47.67,48.99,47.39,378450000,0.0703,2818.82,0.0061,1262.3,-0.0115
07/29/2018,52,47.98,52.19,47.27,896760000,-0.0657,2840.35,0.0076,1277.1,0.0117
08/05/2018,51.88,52,52.45,51.13,486570000,-0.0552,2833.28,-0.0025,1281.3,0.0033
08/12/2018,54.4,51.92,54.49,51.92,557500000,0.0821,2850.13,0.0059,1279.2,-0.0017
08/19/2018,54.04,54.52,54.8,53.46,451300000,0.0806,2874.69,0.0086,1300.8,0.0169
08/26/2018,56.91,54.29,57.22,54.08,650760000,-0.0677,2901.52,0.0093,1327.2,0.0203
09/02/2018,55.33,57.1,57.42,55.18,530530000,0.0310,2871.68,-0.0103,1288.3,-0.0293
09/09/2018,55.96,55.24,57.09,54.12,793000000,0.0157,2904.98,0.0116,1311.9,0.0183
09/16/2018,54.41,55.54,55.74,53.83,874980000,0.0079,2929.67,0.0085,1311.2,-0.0006
09/23/2018,56.44,54.2,56.61,54.16,517370000,-0.1923,2913.98,-0.0054,1322.1,0.0083
09/30/2018,56.07,56.99,58.37,55.15,570660000,0.0685,2885.57,-0.0097,1292.5,-0.0224
10/07/2018,55.53,55.55,56.82,53.08,768030000,-0.0395,2767.13,-0.0410,1243.1,-0.0382
10/14/2018,54.83,55.29,55.75,53.25,594080000,-0.0065,2767.78,0.0002,1228.6,-0.0117
10/21/2018,54.08,54.95,56.06,53.17,742400000,0.0625,2658.69,-0.0394,1195.3,-0.0271
10/28/2018,51.87,54.8,55.59,51.36,1080000000,-0.0588,2723.06,0.0242,1207,0.0097
11/04/2018,51.12,51.08,52.53,49.54,764800000,-0.0377,2781.01,0.0213,1223.9,0.0141
11/11/2018,48.38,49.75,49.96,46.48,968910000,0.0258,2736.27,-0.0161,1193.8,-0.0246
11/18/2018,43.07,47.5,47.67,43.02,657980000,0.0690,2632.56,-0.0379,1121.2,-0.0608
11/25/2018,44.65,43.56,45.7,42.56,855000000,0.0284,2760.17,0.0485,1189.9,0.0613
12/02/2018,42.12,46.12,46.23,42.08,670090000,0.0682,2633.08,-0.0460,1129.6,-0.0507
12/09/2018,41.37,41.25,43.14,40.83,870150000,0.0476,2599.95,-0.0126,1129.3,-0.0002
12/16/2018,37.68,41.36,42.09,37.41,1150000000,0.0080,2416.62,-0.0705,1039.7,-0.0794
12/23/2018,39.06,37.04,39.63,36.65,764640000,0.0081,2485.74,0.0286,1078.1,0.0369
12/30/2018,37.06,39.63,39.84,35.5,887850000,0.0783,2531.94,0.0186,1079.3,0.0011
01/06/2019,38.07,37.17,38.63,36.48,814820000,0.0088,2596.26,0.0254,1115.5,0.0336
01/13/2019,39.2,37.71,39.47,37.3,621170000,-0.0172,2670.71,0.0287,1146.6,0.0278
01/20/2019,39.44,39.1,39.53,37.92,450060000,0.0000,2664.76,-0.0022,1158,0.0100
01/27/2019,41.63,38.95,42.25,38.41,809190000,0.0357,2706.53,0.0157,1170.2,0.0105
02/03/2019,42.6,41.85,43.89,41.82,605590000,-0.0261,2707.88,0.0005,1190.8,0.0176
02/10/2019,42.6,42.76,43.12,42.31,448920000,0.1616,2775.60,0.0250,1219.9,0.0244
02/17/2019,43.24,42.43,43.33,42.37,325000000,0.0000,2792.67,0.0061,1236.9,0.0139
02/24/2019,43.74,43.54,43.97,43.18,483520000,0.0102,2803.69,0.0039,1249,0.0098
03/03/2019,43.23,43.92,44.44,42.38,467120000,0.0426,2743.07,-0.0216,1222.1,-0.0216
03/10/2019,46.53,43.87,46.83,43.84,632530000,0.1059,2822.48,0.0289,1281.6,0.0487
03/17/2019,47.76,46.45,49.42,46.18,729370000,0.0494,2800.71,-0.0077,1286.8,0.0040
03/24/2019,47.49,47.88,48.22,46.15,671350000,0.1571,2834.40,0.0120,1299.2,0.0096
03/31/2019,49.25,47.91,49.27,47.09,446160000,0.0145,2892.74,0.0206,1332.2,0.0254
04/07/2019,49.72,49.1,50.71,49.05,528030000,0.0299,2907.41,0.0051,1347.6,0.0116
04/14/2019,50.97,49.65,51.04,49.5,385340000,0.0152,2905.03,-0.0008,1365.4,0.0132
04/21/2019,51.08,50.71,52.12,50.53,389980000,0.0313,2939.88,0.0120,1378.9,0.0099
04/28/2019,52.94,51.1,53.83,49.78,745820000,0.0159,2945.64,0.0020,1383.6,0.0034
05/05/2019,49.3,51.07,52.21,48.19,694650000,0.0328,2881.40,-0.0218,1334.2,-0.0356
05/12/2019,47.25,46.93,48.12,45.71,745660000,0.1091,2859.53,-0.0076,1320.2,-0.0105
05/19/2019,44.74,45.88,47,44.45,627880000,0.0000,2826.06,-0.0117,1283.3,-0.0279
05/26/2019,43.77,44.73,45.15,43.75,418770000,0.0377,2752.06,-0.0262,1258.6,-0.0193
06/02/2019,47.54,43.9,47.98,42.57,617390000,-0.0862,2873.34,0.0441,1333.7,0.0597
06/09/2019,48.19,47.95,49.2,47.58,447370000,0.0545,2886.98,0.0047,1331.1,-0.0020
06/16/2019,49.7,48.23,50.21,48.04,526640000,-0.0351,2950.46,0.0220,1375.3,0.0332
06/23/2019,49.48,49.63,50.39,48.82,469470000,0.0556,2941.76,-0.0029,1372.6,-0.0020
06/30/2019,51.06,50.79,51.27,50.16,291520000,-0.0182,2990.41,0.0165,1403.2,0.0223
07/07/2019,50.83,50.2,51.1,49.6,406400000,-0.0833,3013.77,0.0078,1424.5,0.0152
07/14/2019,50.65,51.02,51.62,50.59,349730000,0.0169,2976.61,-0.0123,1415.1,-0.0066
07/21/2019,51.94,50.91,52.43,50.9,348610000,0.0727,3025.86,0.0165,1449.3,0.0241
07/28/2019,51.01,52.12,55.34,50.41,879080000,0.0784,2932.05,-0.0310,1386.1,-0.0436
08/04/2019,50.25,49.5,50.88,48.15,692850000,0.0200,2918.65,-0.0046,1374.8,-0.0081
08/11/2019,51.62,49.91,53.03,49.79,653060000,0.0417,2888.68,-0.0103,1370.6,-0.0031
08/18/2019,50.66,52.66,53.61,50.25,568270000,0.0000,2847.11,-0.0144,1351.1,-0.0142
08/25/2019,52.19,51.47,52.61,50.83,440370000,0.0000,2926.46,0.0279,1393.3,0.0312
09/01/2019,53.31,51.61,53.6,51.05,330340000,0.0435,2978.71,0.0179,1426.8,0.0241
09/08/2019,54.69,53.71,56.6,52.77,701470000,-0.0612,3007.39,0.0096,1421.3,-0.0039
09/15/2019,54.43,54.43,55.94,54.37,581410000,-0.0577,2992.07,-0.0051,1410.3,-0.0077
09/22/2019,54.7,54.74,55.62,54.29,471140000,0.0612,2961.79,-0.0101,1398.8,-0.0082
09/29/2019,56.75,55.23,57.05,53.78,653520000,0.0000,2952.01,-0.0033,1414.4,0.0111
10/06/2019,59.05,56.57,59.41,56.08,600620000,0.0208,2970.27,0.0062,1432.1,0.0125
10/13/2019,59.1,58.73,59.53,58.3,433560000,0.0435,2986.20,0.0054,1419.8,-0.0086
10/20/2019,61.65,59.38,61.68,59.33,405080000,-0.0612,3022.55,0.0122,1455.2,0.0249
10/27/2019,63.95,61.85,63.98,59.31,654220000,0.0208,3066.91,0.0147,1485.1,0.0205
11/03/2019,65.03,64.33,65.11,63.84,424060000,0.1163,3093.08,0.0085,1509.6,0.0165
11/10/2019,66.44,64.58,66.44,64.57,462650000,0.0750,3120.46,0.0089,1529.4,0.0131
11/17/2019,65.44,66.45,67,65.1,456240000,-0.0244,3110.29,-0.0033,1516.7,-0.0083
11/24/2019,66.81,65.68,67,65.62,301620000,0.0000,3140.98,0.0099,1543,0.0173
12/01/2019,67.68,66.82,67.75,64.07,460360000,0.0250,3145.91,0.0016,1536.8,-0.0040
12/08/2019,68.79,67.5,68.83,66.23,569630000,0.0000,3168.80,0.0073,1566.9,0.0196
12/15/2019,69.86,69.25,70.66,69.25,733370000,-0.0244,3221.22,0.0165,1597,0.0192
12/22/2019,72.45,70.13,73.49,70.09,386900000,0.0000,3240.02,0.0058,1614.7,0.0111
12/29/2019,74.36,72.36,75.15,71.31,527410000,0.0789,3234.85,-0.0016,1621.7,0.0043
01/05/2020,77.58,73.45,78.17,73.19,673810000,0.0270,3265.35,0.0094,1656.8,0.0217
01/12/2020,79.68,77.91,79.69,77.39,653270000,0.0571,3329.62,0.0197,1705.8,0.0295
01/19/2020,79.58,79.3,80.83,78.91,463690000,-0.0541,3295.47,-0.0103,1711.1,0.0031
01/26/2020,77.38,77.52,81.96,76.22,867110000,0.0000,3225.52,-0.0212,1673.9,-0.0217
