Date,Close_A,Open_A,High_A,Low_A,Volumes_A,Change_A,Price_S,Change_S,Price_T,Change_T
11/28/2004,1.12,1.23,1.24,1.1,5780000000,0.0233,1191.17,0.0072,330.90,0.0266
12/05/2004,1.16,1.15,1.19,1.11,4530000000,0.0555,1188.00,-0.0027,325.50,-0.0163
12/12/2004,1.16,1.17,1.21,1.15,3170000000,0.0061,1194.20,0.0052,324.70,-0.0024
12/19/2004,1.14,1.17,1.18,1.1,3040000000,0.0297,1210.13,0.0133,329.40,0.0143
12/26/2004,1.15,1.16,1.16,1.11,2250000000,0.0273,1211.92,0.0015,329.50,0.0006
01/02/2005,1.24,1.16,1.24,1.12,5410000000,-0.0512,1186.19,-0.0212,318.80,-0.0326
01/09/2005,1.25,1.25,1.33,1.13,11320000000,0.0366,1184.52,-0.0014,316.30,-0.0078
01/16/2005,1.26,1.25,1.28,1.24,3590000000,-0.0892,1167.87,-0.0141,307.50,-0.0280
01/23/2005,1.32,1.27,1.32,1.26,3860000000,-0.0178,1171.36,0.0030,308.90,0.0046
01/30/2005,1.41,1.33,1.43,1.33,4690000000,-0.0567,1203.03,0.0270,316.30,0.0238
02/06/2005,1.45,1.41,1.46,1.37,4910000000,0.0367,1205.30,0.0019,315.60,-0.0022
02/13/2005,1.55,1.48,1.62,1.47,7920000000,-0.1098,1201.59,-0.0031,311.70,-0.0124
02/20/2005,1.59,1.54,1.61,1.52,5010000000,-0.0536,1211.37,0.0081,313.00,0.0042
02/27/2005,1.53,1.6,1.61,1.47,3750000000,-0.0145,1222.12,0.0089,313.40,0.0013
03/06/2005,1.44,1.53,1.54,1.39,4210000000,-0.0409,1200.08,-0.0180,310.70,-0.0086
03/13/2005,1.53,1.45,1.55,1.41,3600000000,-0.0137,1189.65,-0.0087,303.90,-0.0217
03/20/2005,1.52,1.55,1.57,1.5,2060000000,-0.0126,1171.42,-0.0153,302.80,-0.0038
03/27/2005,1.46,1.53,1.53,1.45,2420000000,-0.0096,1172.92,0.0013,302.60,-0.0005
04/03/2005,1.56,1.46,1.59,1.43,2710000000,-0.0066,1181.20,0.0071,305.00,0.0077
04/10/2005,1.26,1.58,1.58,1.26,7720000000,0.0373,1142.62,-0.0327,286.60,-0.0600
04/17/2005,1.27,1.25,1.35,1.21,4970000000,-0.0277,1152.12,0.0083,292.70,0.0212
04/24/2005,1.29,1.3,1.34,1.26,3430000000,0.0114,1156.85,0.0041,293.10,0.0015
05/01/2005,1.33,1.29,1.33,1.29,2140000000,-0.0278,1171.35,0.0125,298.80,0.0192
05/08/2005,1.24,1.33,1.34,1.18,4530000000,0.0531,1154.05,-0.0148,303.10,0.0144
05/15/2005,1.34,1.23,1.35,1.23,2950000000,-0.0066,1189.28,0.0305,314.00,0.0362
05/22/2005,1.45,1.35,1.46,1.35,2900000000,0.0486,1198.78,0.0080,318.30,0.0135
05/29/2005,1.37,1.45,1.46,1.35,2190000000,-0.0023,1196.02,-0.0023,316.30,-0.0063
06/05/2005,1.28,1.37,1.38,1.27,3040000000,0.0892,1198.11,0.0017,314.20,-0.0066
06/12/2005,1.37,1.28,1.38,1.28,2510000000,-0.0025,1216.96,0.0157,316.20,0.0063
06/19/2005,1.35,1.35,1.42,1.33,2260000000,0.0006,1191.57,-0.0209,311.10,-0.0160
06/26/2005,1.3,1.32,1.36,1.29,2080000000,0.0179,1194.44,0.0024,310.10,-0.0034
07/03/2005,1.37,1.31,1.37,1.3,1530000000,0.0153,1211.86,0.0146,319.00,0.0287
07/10/2005,1.48,1.37,1.5,1.35,4360000000,0.0011,1227.92,0.0133,329.30,0.0324
07/17/2005,1.57,1.48,1.57,1.47,2420000000,-0.0208,1233.68,0.0047,328.90,-0.0013
07/24/2005,1.52,1.57,1.58,1.51,1670000000,-0.0148,1234.18,0.0004,328.00,-0.0027
07/31/2005,1.54,1.52,1.55,1.5,1390000000,0.0076,1226.42,-0.0063,330.70,0.0083
08/07/2005,1.65,1.54,1.65,1.52,2140000000,0.0087,1230.39,0.0032,325.40,-0.0160
08/14/2005,1.64,1.66,1.73,1.63,2960000000,0.0122,1219.71,-0.0087,324.30,-0.0034
08/21/2005,1.63,1.65,1.68,1.62,1790000000,-0.0121,1205.10,-0.0120,322.70,-0.0048
08/28/2005,1.65,1.62,1.68,1.62,1760000000,0.0259,1218.02,0.0107,324.70,0.0062
09/04/2005,1.83,1.67,1.83,1.66,3100000000,0.1326,1241.48,0.0193,330.50,0.0177
09/11/2005,1.83,1.82,1.84,1.76,2430000000,-0.0205,1237.91,-0.0029,328.90,-0.0047
09/18/2005,1.9,1.82,1.92,1.82,3060000000,-0.0515,1215.29,-0.0183,322.50,-0.0196
09/25/2005,1.91,1.93,1.95,1.81,3180000000,0.0378,1228.81,0.0111,327.80,0.0165
10/02/2005,1.83,1.93,1.98,1.81,3100000000,0.0033,1195.90,-0.0268,317.30,-0.0321
10/09/2005,1.93,1.85,1.94,1.71,7360000000,0.0175,1186.57,-0.0078,314.30,-0.0093
10/16/2005,1.99,1.93,2.03,1.83,4390000000,-0.0737,1179.59,-0.0059,317.20,0.0092
10/23/2005,1.95,1.97,2.06,1.93,2900000000,-0.0107,1198.41,0.0160,316.30,-0.0028
10/30/2005,2.18,1.97,2.23,1.96,4320000000,0.0213,1220.14,0.0181,328.00,0.0370
11/06/2005,2.2,2.17,2.22,2.11,2760000000,0.0039,1234.72,0.0119,331.80,0.0116
11/13/2005,2.31,2.2,2.35,2.18,2900000000,0.0179,1248.27,0.0110,337.90,0.0184
11/20/2005,2.48,2.31,2.48,2.28,1930000000,0.1026,1268.25,0.0160,343.20,0.0158
11/27/2005,2.59,2.53,2.6,2.41,4210000000,-0.0254,1265.08,-0.0025,346.70,0.0101
12/04/2005,2.65,2.57,2.67,2.55,3470000000,-0.0644,1259.37,-0.0045,343.40,-0.0095
12/11/2005,2.54,2.67,2.69,2.51,3700000000,-0.0390,1267.32,0.0063,340.80,-0.0077
12/18/2005,2.62,2.54,2.66,2.54,2080000000,0.0079,1268.66,0.0011,338.40,-0.0070
12/25/2005,2.57,2.64,2.68,2.51,2100000000,0.0119,1248.29,-0.0161,330.80,-0.0225
01/01/2006,2.72,2.58,2.74,2.58,2580000000,0.0340,1285.45,0.0298,349.50,0.0565
01/08/2006,3.06,2.74,3.09,2.7,6510000000,-0.0329,1287.61,0.0017,351.70,0.0062
01/15/2006,2.72,3.06,3.08,2.71,4880000000,0.0060,1261.49,-0.0203,336.40,-0.0433
01/22/2006,2.57,2.72,2.84,2.54,5620000000,0.0272,1283.72,0.0176,342.40,0.0176
01/29/2006,2.57,2.54,2.74,2.53,4230000000,-0.0098,1264.03,-0.0153,334.10,-0.0240
02/05/2006,2.4,2.57,2.59,2.25,6910000000,-0.0224,1266.99,0.0023,338.60,0.0133
02/12/2006,2.51,2.38,2.54,2.31,4730000000,0.0282,1287.24,0.0160,340.80,0.0065
02/19/2006,2.55,2.52,2.61,2.43,3150000000,-0.0259,1289.43,0.0017,337.60,-0.0093
02/26/2006,2.42,2.57,2.59,2.41,4190000000,0.0128,1287.23,-0.0017,342.70,0.0152
03/05/2006,2.26,2.42,2.42,2.23,4280000000,0.0579,1281.42,-0.0045,337.10,-0.0164
03/12/2006,2.31,2.32,2.43,2.29,3960000000,0.0435,1307.25,0.0202,343.20,0.0180
03/19/2006,2.14,2.33,2.34,2.11,5800000000,-0.0048,1302.95,-0.0033,342.20,-0.0028
03/26/2006,2.24,2.16,2.27,2.06,7030000000,0.0108,1294.87,-0.0062,344.10,0.0054
04/02/2006,2.49,2.27,2.57,2.18,8190000000,0.0078,1295.50,0.0005,347.10,0.0089
04/09/2006,2.37,2.51,2.53,2.35,3320000000,0.0147,1289.12,-0.0049,344.60,-0.0071
04/16/2006,2.39,2.38,2.5,2.3,5070000000,-0.0500,1311.28,0.0172,345.30,0.0019
04/23/2006,2.51,2.39,2.55,2.34,3550000000,0.0078,1310.61,-0.0005,340.10,-0.0151
04/30/2006,2.57,2.53,2.6,2.47,3630000000,-0.0329,1325.76,0.0116,341.30,0.0035
05/07/2006,2.42,2.61,2.64,2.39,3050000000,0.0260,1291.24,-0.0260,325.30,-0.0467
05/14/2006,2.3,2.41,2.44,2.24,3870000000,0.0150,1267.03,-0.0187,318.5,-0.0211
05/21/2006,2.27,2.28,2.33,2.2,3230000000,0.0003,1280.16,0.0104,321.5,0.0094
05/28/2006,2.2,2.26,2.26,2.1,3470000000,0.0069,1288.22,0.0063,319.9,-0.0050
06/04/2006,2.12,2.18,2.2,2.04,4260000000,0.0460,1252.30,-0.0279,306,-0.0434
06/11/2006,2.06,2.12,2.13,2.02,4710000000,-0.0051,1251.54,-0.0006,309,0.0100
06/18/2006,2.1,2.07,2.15,2.04,3890000000,0.0083,1244.50,-0.0056,306.8,-0.0072
06/25/2006,2.05,2.11,2.11,1.98,3480000000,0.0336,1270.20,0.0207,310.4,0.0118
07/02/2006,1.98,2.05,2.08,1.95,2150000000,0.0011,1265.48,-0.0037,305,-0.0176
07/09/2006,1.81,1.99,2.02,1.79,4530000000,-0.0153,1236.20,-0.0231,290.7,-0.0468
07/16/2006,2.17,1.85,2.2,1.84,6290000000,0.0281,1240.29,0.0033,288.3,-0.0080
07/23/2006,2.34,2.19,2.35,2.16,3640000000,-0.0448,1278.55,0.0308,299.4,0.0383
07/30/2006,2.44,2.39,2.5,2.32,4850000000,-0.0417,1279.36,0.0006,298,-0.0046
08/06/2006,2.27,2.42,2.49,2.23,4690000000,0.0120,1266.74,-0.0099,298,0.0000
08/13/2006,2.43,2.29,2.45,2.27,3480000000,0.0034,1302.30,0.0281,318.7,0.0696
08/20/2006,2.46,2.4,2.47,2.36,2840000000,-0.0192,1295.09,-0.0055,316.3,-0.0077
08/27/2006,2.44,2.45,2.45,2.33,3350000000,0.0478,1311.01,0.0123,324.4,0.0259
09/03/2006,2.59,2.46,2.63,2.45,4150000000,0.0370,1298.92,-0.0092,321.3,-0.0098
09/10/2006,2.65,2.59,2.68,2.55,5570000000,0.0096,1319.66,0.0160,332.1,0.0338
09/17/2006,2.61,2.64,2.72,2.59,3700000000,0.0088,1314.78,-0.0037,329.4,-0.0083
09/24/2006,2.75,2.64,2.78,2.63,3910000000,-0.0162,1335.85,0.0160,336.3,0.0210
10/01/2006,2.65,2.68,2.72,2.61,3490000000,-0.0019,1349.59,0.0103,341.1,0.0143
10/08/2006,2.68,2.64,2.75,2.59,2820000000,0.0213,1365.62,0.0119,350.3,0.0271
10/15/2006,2.86,2.69,2.86,2.64,4290000000,0.0046,1368.60,0.0022,347.8,-0.0071
10/22/2006,2.87,2.86,2.95,2.85,2800000000,0.0063,1377.34,0.0064,346.1,-0.0049
10/29/2006,2.8,2.86,2.92,2.78,2510000000,-0.0049,1364.30,-0.0095,345.3,-0.0024
11/05/2006,2.97,2.82,3.02,2.8,2950000000,0.0231,1380.90,0.0122,354.6,0.0270
11/12/2006,3.07,2.97,3.08,2.95,2860000000,0.0068,1401.20,0.0147,364,0.0263
11/19/2006,3.27,3.05,3.32,3.04,2390000000,0.0272,1400.95,-0.0002,366.7,0.0075
11/26/2006,3.26,3.3,3.33,3.2,4940000000,0.0236,1396.71,-0.0030,357.8,-0.0242
12/03/2006,3.15,3.28,3.3,3.1,3800000000,0.0584,1409.84,0.0094,359.2,0.0039
12/10/2006,3.13,3.17,3.21,3.05,3970000000,0.0163,1427.09,0.0122,362.8,0.0100
12/17/2006,2.94,3.13,3.14,2.91,3730000000,0.0081,1410.76,-0.0114,353.4,-0.0259
12/24/2006,3.03,2.94,3.05,2.74,4650000000,0.0095,1418.30,0.0053,356.3,0.0082
12/31/2006,3.04,3.08,3.09,2.92,2940000000,0.0183,1409.71,-0.0061,361.5,0.0146
01/07/2007,3.38,3.07,3.49,3.04,9870000000,-0.0062,1430.73,0.0149,371.4,0.0274
01/14/2007,3.16,3.42,3.49,3.15,6660000000,0.0048,1430.50,-0.0002,358.8,-0.0340
01/21/2007,3.05,3.18,3.18,3.04,5490000000,0.0176,1422.18,-0.0058,357.6,-0.0032
01/28/2007,3.03,3.08,3.09,2.99,3620000000,0.0368,1448.39,0.0184,361.5,0.0108
02/04/2007,2.97,3.01,3.09,2.96,4060000000,-0.0168,1438.06,-0.0071,358.8,-0.0074
02/11/2007,3.03,3.02,3.06,2.99,2590000000,0.0156,1455.54,0.0122,363.8,0.0138
02/18/2007,3.18,3.02,3.24,3.01,3130000000,0.0151,1451.19,-0.0030,365,0.0034
02/25/2007,3.05,3.21,3.21,2.96,4960000000,-0.0037,1387.17,-0.0441,344,-0.0575
03/04/2007,3.14,3.07,3.18,3.06,3150000000,-0.0429,1402.84,0.0113,347.8,0.0111
03/11/2007,3.2,3.15,3.24,3.14,3530000000,-0.0247,1386.95,-0.0113,347.9,0.0000
03/18/2007,3.34,3.22,3.37,3.2,2910000000,-0.0088,1436.11,0.0354,356.1,0.0235
03/25/2007,3.32,3.36,3.46,3.29,4070000000,0.0312,1420.86,-0.0106,352.3,-0.0105
04/01/2007,3.38,3.36,3.4,3.32,1920000000,0.0092,1443.76,0.0161,361,0.0246
04/08/2007,3.22,3.4,3.4,3.22,2700000000,0.0028,1452.85,0.0063,361.7,0.0019
04/15/2007,3.25,3.23,3.3,3.2,2780000000,-0.0191,1484.35,0.0217,367.5,0.0162
04/22/2007,3.57,3.27,3.66,3.26,5500000000,0.1144,1494.07,0.0065,375,0.0204
04/29/2007,3.6,3.57,3.63,3.52,2620000000,-0.0427,1505.62,0.0077,378.6,0.0094
05/06/2007,3.88,3.61,3.9,3.61,4220000000,0.0075,1505.85,0.0002,381.8,0.0085
05/13/2007,3.93,3.91,3.95,3.69,4090000000,-0.0223,1522.75,0.0112,382.2,0.0010
05/20/2007,4.06,3.94,4.11,3.93,3650000000,0.0107,1515.73,-0.0046,378.8,-0.0089
05/27/2007,4.23,4.09,4.36,4.02,4320000000,0.0067,1536.34,0.0136,386.4,0.0201
06/03/2007,4.45,4.24,4.56,4.21,6090000000,0.0315,1507.67,-0.0187,382.5,-0.0100
06/10/2007,4.3,4.5,4.51,4.12,6820000000,0.0564,1532.91,0.0167,390,0.0195
06/17/2007,4.39,4.4,4.47,4.31,4260000000,-0.0016,1502.56,-0.0198,386.6,-0.0086
06/24/2007,4.36,4.44,4.47,4.24,5270000000,0.0219,1503.35,0.0005,388.2,0.0041
07/01/2007,4.72,4.32,4.76,4.26,4490000000,0.0083,1530.44,0.0180,398.5,0.0264
07/08/2007,4.92,4.73,4.92,4.6,4680000000,0.0266,1552.50,0.0144,406.1,0.0192
07/15/2007,5.13,4.94,5.15,4.86,4300000000,-0.0201,1534.10,-0.0119,407.6,0.0037
07/22/2007,5.14,5.12,5.32,4.79,7820000000,-0.0356,1458.95,-0.0490,391,-0.0408
07/29/2007,4.71,5.15,5.19,4.56,6160000000,0.0094,1433.06,-0.0177,384.8,-0.0158
08/05/2007,4.46,4.75,4.9,4.3,5220000000,-0.0243,1453.64,0.0144,386.3,0.0040
08/12/2007,4.36,4.58,4.62,3.99,5550000000,0.0542,1445.94,-0.0053,379.4,-0.0180
08/19/2007,4.83,4.43,4.83,4.3,4950000000,0.0517,1479.37,0.0231,391.6,0.0322
08/26/2007,4.95,4.76,4.99,4.52,5370000000,-0.0237,1473.99,-0.0036,397,0.0139
09/02/2007,4.71,5,5.21,4.64,6980000000,-0.0107,1453.55,-0.0139,392.8,-0.0108
09/09/2007,4.96,4.89,4.98,4.78,4750000000,-0.1132,1484.25,0.0211,395.3,0.0065
09/16/2007,5.15,4.96,5.17,4.91,4720000000,-0.0379,1525.75,0.0280,406,0.0269
09/23/2007,5.48,5.24,5.54,5.24,4490000000,0.0110,1526.75,0.0007,412,0.0148
09/30/2007,5.77,5.52,5.77,5.46,3920000000,-0.0124,1557.59,0.0202,418.8,0.0166
10/07/2007,5.97,5.84,6.14,5.47,5240000000,0.0409,1561.80,0.0027,424.8,0.0142
10/14/2007,6.09,6,6.24,5.84,5390000000,-0.0023,1500.63,-0.0392,416,-0.0206
10/21/2007,6.6,6.08,6.74,6.07,6410000000,0.0356,1535.28,0.0231,429.7,0.0328
10/28/2007,6.71,6.62,6.79,6.43,4120000000,-0.0070,1509.65,-0.0167,437.5,0.0182
11/04/2007,5.91,6.62,6.88,5.9,6170000000,0.0627,1453.70,-0.0371,398.7,-0.0887
11/11/2007,5.94,5.9,6.34,5.38,7830000000,0.0092,1458.74,0.0035,404.7,0.0150
11/18/2007,6.13,5.93,6.16,5.79,4380000000,0.0217,1440.70,-0.0124,399.7,-0.0125
11/25/2007,6.51,6.2,6.7,6.07,6010000000,0.0000,1481.14,0.0281,405.6,0.0150
12/02/2007,6.94,6.49,6.96,6.32,4590000000,-0.0345,1504.66,0.0159,416.1,0.0258
12/09/2007,6.8,6.91,7.14,6.63,4600000000,-0.0402,1467.95,-0.0244,411.4,-0.0113
12/16/2007,6.93,6.81,6.93,6.38,4840000000,0.0445,1484.46,0.0112,418.7,0.0176
12/23/2007,7.14,6.97,7.25,6.96,2680000000,0.0017,1478.49,-0.0040,416.5,-0.0052
12/30/2007,6.43,7.12,7.16,6.39,3920000000,-0.0790,1411.63,-0.0452,384.2,-0.0776
01/06/2008,6.17,6.47,6.56,6.01,8130000000,-0.0255,1401.02,-0.0075,372.4,-0.0306
01/13/2008,5.76,6.34,6.41,5.6,9150000000,0.0189,1325.19,-0.0541,360.8,-0.0313
01/20/2008,4.64,5.29,5.71,4.5,9370000000,-0.0633,1330.61,0.0041,353.6,-0.0200
01/27/2008,4.78,4.58,4.88,4.52,6170000000,-0.0491,1395.42,0.0487,363.2,0.0272
02/03/2008,4.48,4.79,4.85,4.19,7050000000,0.0105,1331.29,-0.0460,345.2,-0.0496
02/10/2008,4.45,4.57,4.68,4.41,5250000000,-0.0124,1349.99,0.0140,347.9,0.0079
02/17/2008,4.27,4.5,4.53,4.14,4440000000,0.0616,1353.11,0.0023,347.8,-0.0004
02/24/2008,4.46,4.24,4.72,4.12,7110000000,-0.0720,1330.63,-0.0166,345.2,-0.0074
03/02/2008,4.37,4.44,4.55,4.21,7310000000,0.0131,1293.37,-0.0280,341,-0.0121
03/09/2008,4.52,4.36,4.65,4.26,5650000000,0.0037,1288.14,-0.0040,341.2,0.0005
03/16/2008,4.76,4.38,4.8,4.38,4200000000,0.0724,1329.51,0.0321,349.8,0.0252
03/23/2008,5.11,4.79,5.2,4.77,5020000000,-0.0096,1315.22,-0.0107,346,-0.0108
03/30/2008,5.47,5.12,5.53,5.09,4750000000,0.0159,1370.40,0.0420,360.5,0.0418
04/06/2008,5.25,5.58,5.7,5.23,5210000000,-0.0380,1332.83,-0.0274,349.9,-0.0293
04/13/2008,5.75,5.24,5.79,5.16,4070000000,0.0113,1390.33,0.0431,372,0.0632
04/20/2008,6.06,5.79,6.11,5.65,6670000000,-0.0067,1397.84,0.0054,375,0.0080
04/27/2008,6.46,6.06,6.5,6.04,4760000000,0.0450,1413.90,0.0115,384.1,0.0243
05/04/2008,6.55,6.5,6.72,6.45,4500000000,-0.0353,1388.28,-0.0181,380.5,-0.0094
05/11/2008,6.7,6.61,6.87,6.53,4200000000,0.0711,1425.35,0.0267,395,0.0381
05/18/2008,6.47,6.71,6.74,6.14,5190000000,-0.0880,1375.93,-0.0347,379.5,-0.0392
05/25/2008,6.74,6.53,6.77,6.49,2790000000,0.0038,1400.38,0.0178,392.7,0.0348
06/01/2008,6.63,6.74,6.78,6.51,3890000000,-0.0475,1360.68,-0.0283,384.4,-0.0212
06/08/2008,6.16,6.6,6.67,5.9,6650000000,-0.0257,1360.03,-0.0005,383.8,-0.0015
06/15/2008,6.26,6.12,6.51,6.04,4440000000,-0.0398,1317.93,-0.0310,372.7,-0.0290
06/22/2008,6.07,6.24,6.39,5.86,3820000000,0.0516,1278.38,-0.0300,359.9,-0.0342
06/29/2008,6.08,6.08,6.34,5.86,3160000000,-0.0250,1262.90,-0.0121,351.6,-0.0231
07/06/2008,6.16,6.18,6.46,6.11,4380000000,-0.0025,1239.49,-0.0185,347.5,-0.0118
07/13/2008,5.9,6.4,6.4,5.89,4300000000,0.0013,1260.68,0.0171,351.6,0.0121
07/20/2008,5.79,5.96,6.01,5.23,5780000000,-0.0044,1257.76,-0.0023,352.4,0.0020
07/27/2008,5.59,5.8,5.8,5.49,3370000000,-0.0115,1260.31,0.0020,349.6,-0.0078
08/03/2008,6.06,5.59,6.06,5.46,3460000000,-0.0126,1296.32,0.0286,370.5,0.0597
08/10/2008,6.28,6.07,6.44,6.06,3990000000,-0.0169,1298.20,0.0015,374.3,0.0103
08/17/2008,6.31,6.27,6.35,6.14,2660000000,0.0292,1292.20,-0.0046,370.1,-0.0113
08/24/2008,6.05,6.29,6.29,6.04,2440000000,0.0088,1282.83,-0.0073,358.9,-0.0301
08/31/2008,5.72,6.16,6.2,5.63,3050000000,-0.0102,1242.31,-0.0316,335.7,-0.0647
09/07/2008,5.32,5.88,5.89,5.21,5030000000,-0.0101,1251.70,0.0076,337.2,0.0044
09/14/2008,5.03,5.07,5.27,4.31,6430000000,0.0442,1255.08,0.0027,332.6,-0.0136
09/21/2008,4.58,5,5.01,4.39,5320000000,-0.0183,1213.27,-0.0333,327.3,-0.0159
09/28/2008,3.47,4.27,4.27,3.38,9460000000,0.0140,1099.23,-0.0940,290.6,-0.1121
10/05/2008,3.46,3.28,3.62,3.04,10040000000,0.0169,899.22,-0.1820,249,-0.1431
10/12/2008,3.48,3.73,4.16,3.07,8850000000,-0.0213,940.55,0.0460,259,0.0402
10/19/2008,3.44,3.56,3.62,3.22,9260000000,0.0188,876.77,-0.0678,235.2,-0.0920
10/26/2008,3.84,3.4,4.01,3.28,8100000000,-0.0237,968.75,0.1049,257.4,0.0945
11/02/2008,3.51,3.78,3.99,3.42,6130000000,-0.0146,930.99,-0.0390,242.9,-0.0564
11/09/2008,3.22,3.58,3.59,3.07,6790000000,-0.0077,873.29,-0.0620,223.5,-0.0801
11/16/2008,2.95,3.16,3.27,2.83,6830000000,0.0189,800.03,-0.0839,210,-0.0603
11/23/2008,3.31,3.04,3.4,3.03,3880000000,0.0686,896.24,0.1203,228,0.0857
11/30/2008,3.36,3.26,3.44,3.09,5550000000,0.0150,876.07,-0.0225,223,-0.0217
12/07/2008,3.51,3.47,3.7,3.3,5410000000,0.0368,879.73,0.0042,232.9,0.0444
12/14/2008,3.21,3.43,3.45,3.14,4990000000,0.0660,887.88,0.0093,232.1,-0.0038
12/21/2008,3.06,3.21,3.22,3.02,2070000000,-0.0536,872.80,-0.0170,225.9,-0.0265
12/28/2008,3.24,3.09,3.25,3.03,3020000000,0.0245,931.80,0.0676,241.7,0.0701
01/04/2009,3.23,3.33,3.47,3.22,4460000000,-0.0411,890.35,-0.0445,236.1,-0.0232
01/11/2009,2.94,3.23,3.25,2.86,5380000000,0.0197,850.12,-0.0452,228.6,-0.0318
01/18/2009,3.16,2.93,3.21,2.79,4190000000,0.0190,831.95,-0.0214,226.5,-0.0094
01/25/2009,3.22,3.17,3.39,3.15,3440000000,-0.0459,825.88,-0.0073,224.7,-0.0079
02/01/2009,3.56,3.18,3.57,3.17,3400000000,-0.0330,868.60,0.0517,246.4,0.0965
02/08/2009,3.54,3.57,3.68,3.42,3670000000,0.0209,826.84,-0.0481,238.5,-0.0320
02/15/2009,3.26,3.46,3.47,3.18,3040000000,0.0200,770.05,-0.0687,221.4,-0.0715
02/22/2009,3.19,3.27,3.32,3.09,3760000000,0.0477,735.09,-0.0454,215,-0.0290
03/01/2009,3.05,3.15,3.31,2.94,3950000000,0.0093,683.38,-0.0703,204.7,-0.0479
03/08/2009,3.43,3.01,3.47,2.95,3760000000,0.0266,756.55,0.1071,224.7,0.0977
03/15/2009,3.63,3.45,3.7,3.36,3580000000,0.0770,768.54,0.0158,229.8,0.0227
03/22/2009,3.82,3.67,3.93,3.63,3070000000,-0.0302,815.94,0.0617,243.3,0.0586
03/29/2009,4.14,3.73,4.15,3.66,3110000000,0.0108,842.50,0.0326,257.7,0.0592
04/05/2009,4.27,4.1,4.29,4.05,2180000000,-0.0111,856.56,0.0167,260.5,0.0111
04/12/2009,4.41,4.29,4.44,4.13,2350000000,-0.0020,869.60,0.0152,262.7,0.0082
04/19/2009,4.42,4.35,4.54,4.24,3360000000,-0.0067,866.23,-0.0039,267.8,0.0195
04/26/2009,4.54,4.39,4.57,4.38,2290000000,0.0271,877.52,0.0130,271.6,0.0141
05/03/2009,4.61,4.58,4.77,4.51,2480000000,-0.0343,929.23,0.0589,266.9,-0.0174
05/10/2009,4.37,4.55,4.68,4.26,2430000000,0.0114,882.88,-0.0499,262.1,-0.0176
05/17/2009,4.37,4.42,4.62,4.34,1930000000,0.0339,887.00,0.0047,263.1,0.0038
05/24/2009,4.85,4.46,4.85,4.45,2230000000,0.0346,919.14,0.0362,276.5,0.0507
05/31/2009,5.17,4.87,5.23,4.86,2660000000,-0.0146,940.09,0.0228,288.4,0.0430
06/07/2009,4.89,5.14,5.16,4.86,3390000000,-0.0160,946.21,0.0065,290.6,0.0078
06/14/2009,4.98,4.86,4.98,4.8,2780000000,0.0343,921.23,-0.0264,287,-0.0127
06/21/2009,5.09,5.02,5.13,4.75,2860000000,-0.0080,918.90,-0.0025,287.5,0.0020
06/28/2009,5,5.12,5.17,4.99,1790000000,0.0123,896.42,-0.0245,282.5,-0.0174
07/05/2009,4.95,4.95,4.99,4.8,2320000000,0.0222,879.13,-0.0193,277.5,-0.0178
07/12/2009,5.42,4.98,5.43,4.91,2310000000,0.0119,940.38,0.0697,304,0.0956
07/19/2009,5.71,5.47,5.71,5.35,3450000000,-0.0039,979.26,0.0413,313.9,0.0326
07/26/2009,5.84,5.72,5.89,5.62,2070000000,-0.0104,987.48,0.0084,313.9,0.0000
08/02/2009,5.91,5.9,5.98,5.82,1940000000,0.0199,1010.48,0.0233,316.1,0.0070
08/09/2009,5.96,5.92,6.02,5.78,1850000000,0.0310,1004.09,-0.0063,316.2,0.0003
08/16/2009,6.04,5.84,6.05,5.69,2130000000,0.0276,1026.13,0.0220,321.8,0.0175
08/23/2009,6.07,6.08,6.16,5.89,1940000000,0.0206,1028.93,0.0027,324.2,0.0076
08/30/2009,6.08,6.01,6.1,5.86,1810000000,-0.0118,1016.40,-0.0122,321.9,-0.0071
09/06/2009,6.15,6.18,6.23,6.06,1970000000,0.0357,1042.73,0.0259,330.7,0.0274
09/13/2009,6.61,6.1,6.67,6.08,2910000000,0.0896,1068.30,0.0245,335.9,0.0155
09/20/2009,6.51,6.58,6.75,6.48,2390000000,0.0102,1044.38,-0.0224,331.6,-0.0127
09/27/2009,6.6,6.57,6.69,6.45,2300000000,-0.0226,1025.21,-0.0184,324.9,-0.0202
10/04/2009,6.8,6.65,6.84,6.58,2230000000,-0.0094,1071.49,0.0451,340.5,0.0479
10/11/2009,6.72,6.82,6.87,6.71,1820000000,0.0074,1087.68,0.0151,342.9,0.0072
10/18/2009,7.28,6.71,7.45,6.63,4490000000,0.0155,1079.60,-0.0074,346.5,0.0104
10/25/2009,6.73,7.27,7.38,6.65,3350000000,-0.0106,1036.19,-0.0402,334.4,-0.0350
11/01/2009,6.94,6.78,6.97,6.63,2370000000,0.0080,1069.30,0.0320,344.7,0.0310
11/08/2009,7.3,7.03,7.32,7.01,2080000000,0.0016,1093.48,0.0226,355.9,0.0324
11/15/2009,7.14,7.34,7.43,7.06,2210000000,-0.0345,1091.38,-0.0019,351.3,-0.0130
11/22/2009,7.16,7.25,7.36,7.08,1380000000,0.0469,1091.49,0.0001,350.1,-0.0033
11/29/2009,6.9,7.18,7.24,6.8,2880000000,0.0380,1105.98,0.0133,357.9,0.0223
12/06/2009,6.95,6.9,7.13,6.74,3010000000,-0.0831,1106.41,0.0004,357.1,-0.0023
